text,sentiment
COVID19 vaccination guide for older adults in BSLMAKE SURE YOU StayHomeStaySafeCovid19 KeepSafe,positive
Got the covid vaccine at work Feeling sterile and hungry but thats probably because I have my eaten today,positive
Mayo Clinic Microsoft Cerner join coalition to provide digital access to COVID19Vaccine records digitalhealth,positive
CVS Pharmacists administer the COVID19 vaccine to the nursing home residents at Harlem Center for Nursing and Reha,positive
Thank you CBCNews for giving DSRFcanada a platform to discuss this very urgent amp vital issue Individuals w,positive
24 hour post COVID19vaccine update arm is slightly sore no more than after my flu vaccine Mild headache and a b,negative
Ladies Prior to tonight you were asked to prepare a vaccine for COVID19Pfizer GaviCovax Moderna Gamaleya,positive
Senator Rand Paul said if youve had COVID19 or youve received the COVID19Vaccine throw your mask awayHere,negative
For your weekend viewing education Just 40 minutes I learned a lot from MayoClinic COVID19 amp Infectious,positive
If you have family that watches Fox News know this is what theyre being told about immunity once vaccinated and to,positive
Having had covid twice I am so so grateful to have had my first vaccine vaccine wenursingassociates,positive
India Today Pakistan approves AstraZeneca Covid19 vaccine for emergency use astrazenecacovid19vaccine,positive
Sanitation worker first to get COVID19Vaccine shot in India at Delhis AIIMSLargestVaccineDrive,positive
A Message from the Duke and Duchess of Cambridge regarding the Vaccine CovidVaccines COVID19Vaccine,positive
I am confused when people discuss COVID19 deaths and always ask but did they have underlying condition SO they,negative
The Duke and Duchess of Cambridge thanks the Staffs and volunteers working to ensure that the most vulnerable are p,positive
More confirmation that these experimental substances whatever else they may do do not prevent infection or transm,positive
Help me understand the vaccine shortage if As of Friday the gov had distributed over 31 million doses to states,negative
amjedmbt inspected the Hospitals in Hyderabad where Covid19 vaccine program has started vaccinationCovid,positive
AklandSusan what are you doing about the embarrassing number of COVID19Vaccine available in nicolletcounty 100,negative
amjedmbt inspected the Hospitals in Hyderabad where Covid19 vaccine program has startedvaccinationCovid,positive
March 2020 Dont worry lockdown will only last for 2 weeks until COVID19 infections declineJanuary 2021 D,positive
ReUp Odisha Fights Coronavirus From Infection Immunisation To Herd Immunity Odisha COVID19,positive
Have to wait 1530 min to see if there are adverse reactions Stay safe people Wear masks Dont listen to selfi,positive
The Pfizer COVID19vaccine graphic is still the same,positive
In my previous graphic regarding when the Moderna COVID19Vaccine is effective a row was accidentally deleted,negative
Better yet go do something to help out your communityBut dont attack individuals who just want to protect them,positive
Leon County COVID19 Update for Sat 0116 As of this morning we have had 23394 total positive cases including,positive
How Californians are resorting to crowdsourcing to get their Covid19 vaccine Vox health,positive
So for 9 months why werent you GovofCO briefing the hospitals to administer the shots in a timely organized way,negative
AZDHS received an email to register for round 2 of Pfizer COVID19Vaccine but there are no available appointments,negative
When old meets new COVID19Vaccine WearAMask,positive
India begins its mass Covid19 vaccination drive targeting front line workers first India COVID COVID19,positive
I think if the public really wants to thank us that they will start taking things seriously and just start wearing,positive
RandPaul randpaul is an eye dr yet he can not see COVID19Vaccine WearAMask cdcguidelines,negative
At my job Im working in a small way to share clear accurate information about the COVID19Vaccine Cameron Webb,positive
Drive up COVID19Vaccine clinic open to phase 1A groups in Lane County right now For now Lane County Public Healt,positive
Dose 1 done Many many thanks to EastWillistonSD EWTAunion statcare ewstrong modernavaccine,positive
My 94 year old mom received her first shot of the COVID19Vaccine today I am thrilled for her,positive
8DOCTOR SAYS 50 MILLION WILL DIE IN US FROM COVID VACCINESECOND DOCTOR AGREESCOVID19Vaccine,negative
I feel very privileged to have received the oxfordastrazeneca vaccine today but my god has it floored me a,positive
A virtual high five to all Covid vaccination volunteers Lets go go go and share and beat this virus,positive
PMOIndia today launched worlds largest COVID19Vaccine drive based on principles of priority groups to be vaccin,positive
PHOTOS Slate Belt pharmacies hold COVID vaccine clinic for 1st responders Story by kurtbresswein,positive
Could 2000 student nurses not be quickly trained to assist with vaccine roll out thinkoutsidethebox COVID19Vaccine,positive
2024Challenge sanjaynagral VidyaKrishnan Im happy that I took COVID19vaccine today By the time I take 2nd sho,positive
ReUp Odisha Health Workers Wear Black Badges Say No To Covid19 VaccineCOVID19 COVID19Vaccine,positive
CDC Small risk large benefit to COVID19 vaccine DrNancyMCDC COVID19vaccine cdc,negative
So a stupidity vaccine would never work Stupids dont do vaccines COVID19Vaccine,negative
As a frontline keyworker and high risk it was important for me to have the covid vaccinationIf you receive an,positive
Seniors receive the first of two doses of the moderna COVID19Vaccine at LakeElsinore Diamond Stadium Saturday mo,positive
Thanks to cfax1070 for having me on to discuss the piece jeremycsnyder and I wrote about ethical challenges assoc,positive
We must expand COVID19Vaccine access for our seniors and vulnerable communities here in OC who do not have access,positive
Im SO happy to see so many of my friends posting pics of their Covid19 vaccine shot or even just their shot card,positive
Signed up to get the COVID19vaccine 1st step 2nd is the appointment and 3rd the shot cannot wait to get it,positive
I talked to my bff from work who had the vaccine too and she also doesnt feel well COVID19Vaccine,positive
Presidentelect JoeBiden vowed to release COVID19Vaccine doses from a government stockpile HHSGov stated it wou,positive
Another weekend vaccinating our local population AldershotPcn joined by DrSteven Clarke clinical lead NEHFCCG,positive
Does anyone know who to contact to discuss getting the vaccine I have been offered it but want to clarify some saf,positive
Covid19 Vaccine Safety Separating Fact From Fiction covidvaccine covid19vaccine coronavirus seniors 50plus,positive
For more about WHEN you are eligible to get your vaccine WHERE to schedule your appointment and get answers to ot,positive
CopingMAGA I bet DonaldTrump sold the COVID19Vaccine reserve to his fascist GOP friends,negative
MMH frontline workers receiving COVID vaccinecoronavirus COVID19Vaccine COVID19 MetropolisIllinois paducah,positive
And then it was done Moderna CovidVaccine COVID19Vaccine Moderna,positive
I share the call by WinnieByanyima and UNAIDS for a peoplesvaccine and no to profit driven COVID19Vaccine Do you,positive
At least 13 Israelis have experienced FacialParalysis after being administered the Pfizer Covid19vaccine a mon,negative
Activist Saket Gokhale files writ petition in Bombay HC over lack of Covaxin data SaketGokhale vaccination Covaxin COVID19Vaccine,negative
The first phase of COVID19 vaccination in India targeting 300 million frontline workers COVID19Vaccine MED6288,positive
LargestVaccineDrive dont take me as pessimist but just a thoughtwhat if some ve impact is seen as a result of,positive
COVID19 23 People Die After Receiving Pfizers Vaccine In NorwayCOVID19Vaccine Pfizer,negative
Nepal FM Congratulates India On Success In Developing COVID VaccineIndia Nepal COVID19Vaccine,positive
Delhi AIIMS Chief Randeep Guleria Receives COVID19 Vaccine ShotCOVID19Vaccine AIIMS,positive
I seriously just feel like a big weight was lifted off my shoulders My mon who is immune compromised is getting he,positive
Our Administrative Coordinator Erica Rhodes received her second CovidVaccine dose at NorthwesternMed Lake Forest,positive
I got the first shot today COVID19Vaccine moderna vaccine,positive
VANYHarbor is offering the COVID19Vaccine to veteran outpatients 65 amp up Contact 18778779267 to make an app,positive
Very big question mark over the securityCOVID19Vaccine TrumpTreason,negative
Pregnancies in the Moderna trial from the Dec 17 FDAprepared COVID19Vaccine briefing document,negative
Thank you JPSHealth and all who helped make this a reality I got the COVID19Vaccine for my frontline colleagues,positive
DontBeAMaskHole like RandPaul Stay healthy WearAMask COVID19Vaccine,positive
